candidate,perf_status,quality_status,quality_policy,promotable,case,width,height,avg_wall_ms,baseline_avg_wall_ms,wall_delta_pct,speedup,avg_pass_count,baseline_avg_pass_count,pass_count_delta,threadgroup,diffusion_group_size,scanner_image_storage,blur_backend,blur_downsample,intermediate_precision,diffusion_cluster_sigma,halation_grouped_tail,scanner_mps,grain_blur_recurrence,dir_tail_backend,source_format,destination_format,host_layout
baseline,OK,PASSED,exact,1,default-final,3840,2160,58.968,58.968,0.0,1.0,5.0,5.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,production-grain,3840,2160,183.33,183.33,0.0,1.0,11.0,11.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,enlarged-production-grain,3840,2160,200.757,200.757,0.0,1.0,12.0,12.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,production-grain-no-sublayers,3840,2160,105.885,105.885,0.0,1.0,9.0,9.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,production-grain-no-blur,3840,2160,80.605,80.605,0.0,1.0,7.0,7.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,auto-exposure,3840,2160,33.098,33.098,0.0,1.0,4.0,4.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,halation-only,3840,2160,130.745,130.745,0.0,1.0,21.0,21.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,halation-boost,3840,2160,132.673,132.673,0.0,1.0,24.0,24.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,camera-diffusion-only,3840,2160,2097.005,2097.005,0.0,1.0,60.0,60.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,print-diffusion-only,3840,2160,2098.424,2098.424,0.0,1.0,61.0,61.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,dir-only,3840,2160,268.962,268.962,0.0,1.0,8.0,8.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,scanner-only,3840,2160,26.876,26.876,0.0,1.0,9.0,9.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
baseline,OK,PASSED,exact,1,scanner-glare,3840,2160,40.574,40.574,0.0,1.0,9.0,9.0,0.0,auto,1,buffer,custom,off,float,off,0.0,0.0,0.0,fused,float,float,contiguous
