candidate,perf_status,quality_status,quality_policy,promotable,case,width,height,avg_wall_ms,baseline_avg_wall_ms,wall_delta_pct,speedup,avg_pass_count,baseline_avg_pass_count,pass_count_delta,threadgroup,diffusion_group_size,scanner_image_storage,blur_backend,blur_downsample,intermediate_precision,diffusion_cluster_sigma,halation_grouped_tail,scanner_mps,grain_blur_recurrence,dir_tail_backend,source_format,destination_format,host_layout
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,production-grain-no-blur,3840,2160,81.842,83.888,-2.438966240701896,1.0249993890667384,7.0,7.0,0.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,auto-exposure,3840,2160,32.883,32.709,0.531963679721176,0.9947085119970805,4.0,4.0,0.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,halation-only,3840,2160,131.022,127.204,3.001477940945252,0.97085985559677,21.0,21.0,0.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,halation-boost,3840,2160,132.405,135.76,-2.471272834413664,1.0253389222461387,24.0,24.0,0.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,camera-diffusion-only,3840,2160,164.878,2106.555,-92.17309778287299,12.776446827351132,36.0,60.0,-24.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,print-diffusion-only,3840,2160,162.636,2101.795,-92.2620426825642,12.923307262844636,37.0,61.0,-24.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,dir-only,3840,2160,55.839,255.129,-78.11342497324883,4.569010906355773,13.0,8.0,5.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,scanner-only,3840,2160,29.003,26.603,9.021538924181478,0.9172499396614144,9.0,9.0,0.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,scanner-glare,3840,2160,41.869,40.018,4.6254185616472565,0.9557906804557071,9.0,9.0,0.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,all-effects,3840,2160,367.021,3410.765,-89.23933487062286,9.293105844079767,64.0,83.0,-19.0,auto,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,default-final,1920,1080,15.227,15.433,-1.3348020475604194,1.013528600512248,5.0,5.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,production-grain,1920,1080,52.138,47.325,10.170100369783402,0.9076872914189268,11.0,11.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,enlarged-production-grain,1920,1080,48.084,49.646,-3.1462756314708087,1.0324848182347557,12.0,12.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,production-grain-no-sublayers,1920,1080,26.319,26.692,-1.397422448673764,1.0141722709829402,9.0,9.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,production-grain-no-blur,1920,1080,21.089,21.036,0.2519490397413827,0.9974868414813411,7.0,7.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,auto-exposure,1920,1080,9.168,8.926,2.7111808200761716,0.9736038394415358,4.0,4.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,halation-only,1920,1080,23.391,22.782,2.6731630234395496,0.9739643452609978,21.0,21.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,halation-boost,1920,1080,24.523,24.119,1.6750279862349182,0.9835256697793908,24.0,24.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,camera-diffusion-only,1920,1080,35.406,353.074,-89.97207384287714,9.972151612721008,34.0,60.0,-26.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,print-diffusion-only,1920,1080,35.519,352.058,-89.91103738588528,9.911821841831133,35.0,61.0,-26.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,dir-only,1920,1080,14.132,35.391,-60.06894408182871,2.5043164449476367,13.0,8.0,5.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,scanner-only,1920,1080,7.001,7.017,-0.22801767136953136,1.0022853878017426,9.0,9.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,scanner-glare,1920,1080,10.58,10.772,-1.7823988117341272,1.018147448015123,9.0,9.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,all-effects,1920,1080,83.536,512.973,-83.71532224892928,6.140741716146332,62.0,83.0,-21.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,default-final,3840,2160,60.935,66.583,-8.48264572037907,1.0926889308279313,5.0,5.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,production-grain,3840,2160,185.67,188.371,-1.4338725175319034,1.0145473151289923,11.0,11.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,enlarged-production-grain,3840,2160,197.927,217.23,-8.885973392257055,1.0975258554921763,12.0,12.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,production-grain-no-sublayers,3840,2160,103.141,106.684,-3.321022833789502,1.0343510340213882,9.0,9.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,production-grain-no-blur,3840,2160,83.269,83.888,-0.7378886133892806,1.0074337388463894,7.0,7.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,auto-exposure,3840,2160,33.142,32.709,1.323794674248677,0.9869350069398346,4.0,4.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,halation-only,3840,2160,126.858,127.204,-0.27200402503065113,1.0027274590487,21.0,21.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,halation-boost,3840,2160,134.377,135.76,-1.0187094873305698,1.0102919398408952,24.0,24.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,camera-diffusion-only,3840,2160,161.938,2106.555,-92.31266214269269,13.008404451086218,36.0,60.0,-24.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,print-diffusion-only,3840,2160,164.797,2101.795,-92.15922580460986,12.753842606358127,37.0,61.0,-24.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,dir-only,3840,2160,53.738,255.129,-78.93692994524338,4.747645986080613,13.0,8.0,5.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,scanner-only,3840,2160,25.606,26.603,-3.747697628087057,1.0389361868312115,9.0,9.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,scanner-glare,3840,2160,39.459,40.018,-1.396871407866454,1.0141666033097645,9.0,9.0,0.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence-tg32x8--downsample-auto-cluster-010-dir-mps,OK,PASSED,report_only,0,all-effects,3840,2160,365.368,3410.765,-89.28779907146931,9.33514976681045,64.0,83.0,-19.0,32x8,2,buffer,custom,auto,float,0.10,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,default-final,1920,1080,16.009,15.433,3.732262035897107,0.9640202386157786,5.0,5.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,production-grain,1920,1080,47.861,47.325,1.1325937665081758,0.9888009026138193,11.0,11.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,enlarged-production-grain,1920,1080,47.917,49.646,-3.4826572130685234,1.0360832272471148,12.0,12.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,production-grain-no-sublayers,1920,1080,26.439,26.692,-0.947849542934213,1.0095691970195544,9.0,9.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,production-grain-no-blur,1920,1080,21.05,21.036,0.0665525765354599,0.9993349168646081,7.0,7.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,auto-exposure,1920,1080,9.05,8.926,1.3892000896258183,0.9862983425414364,4.0,4.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,halation-only,1920,1080,22.796,22.782,0.06145202352734328,0.9993858571679243,21.0,21.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,halation-boost,1920,1080,24.183,24.119,0.26535096811642295,0.9973535127982467,24.0,24.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,camera-diffusion-only,1920,1080,43.02,353.074,-87.81558540136064,8.207205950720594,36.0,60.0,-24.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,print-diffusion-only,1920,1080,43.846,352.058,-87.54580211215197,8.029421155863705,37.0,61.0,-24.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,dir-only,1920,1080,14.48,35.391,-59.0856432426323,2.4441298342541433,13.0,8.0,5.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,scanner-only,1920,1080,6.868,7.017,-2.1234145646287588,1.0216948165404776,9.0,9.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,scanner-glare,1920,1080,10.456,10.772,-2.933531377645755,1.0302218821729152,9.0,9.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,all-effects,1920,1080,90.729,512.973,-82.31310419846659,5.653903382600932,64.0,83.0,-19.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,default-final,3840,2160,58.473,66.583,-12.180286259255364,1.1386964923982008,5.0,5.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
round2-mixed-dg2-recurrence--downsample-auto-cluster-005-dir-mps,OK,PASSED,report_only,0,production-grain,3840,2160,195.063,188.371,3.552563823518471,0.9656931350384236,11.0,11.0,0.0,auto,2,buffer,custom,auto,float,0.05,0.0,0.0,1.0,mps,float,float,contiguous
